c;pinit;d;v;time;vh_1;vd_1;p;vd_0;rdd;rhd;rhh;f_1;f_0;vh_2;file
0.97;0.33;0.5;0.89;1559;1.60858;0.779446;0.960471;1.23855;8.87908e-05;0.015475;0.323589;0.0788379;0.00032162;0.983306;./core_674/iter_freqdep_16_9_2016_160427_556875296
0.97;0.33;1;0.89;1323;1.76893;0.965339;0.95422;1.35958;-0;-0;-0;0.0907061;0.000431345;0.963188;./core_674/iter_freqdep_16_9_2016_160427_789522172
0.99;0.33;0.1;0.89;1347;1.4663;0.61933;0.974805;1.06181;6.65634e-05;0.0236838;0.816684;0.0514864;0.000131925;0.997667;./core_674/iter_freqdep_16_9_2016_160428_47661462
0.99;0.33;0.5;0.89;1542;1.60659;0.775898;0.951449;1.23533;0.000134932;0.0190439;0.321383;0.0967497;0.00048935;0.979377;./core_674/iter_freqdep_16_9_2016_160428_711332399
0.99;0.33;1;0.89;1306;1.76156;0.957566;0.943933;1.35028;-0;-0;-0;0.110838;0.000652535;0.954889;./core_674/iter_freqdep_16_9_2016_160428_917353451
0.01;0.33;0.1;0.91;412;1.434;0.563013;0.9999;0.977259;4.65066e-09;0.000119393;0.328822;0.000360298;1.11981e-08;1;./core_675/iter_freqdep_16_9_2016_160432_209106825
0.01;0.33;0.5;0.91;244;1.42739;0.557096;0.9999;0.887682;2.69759e-10;1.86404e-05;0.159414;0.000119878;2.13214e-09;1;./core_675/iter_freqdep_16_9_2016_160432_299961616
0.01;0.33;1;0.91;175;1.41976;0.54998;0.9999;0.779568;-0;-0;-0;0.000119802;1.88776e-09;1;./core_675/iter_freqdep_16_9_2016_160432_380517265
0.03;0.33;0.1;0.91;411;1.43498;0.564068;0.9999;0.979148;2.80245e-09;9.37454e-05;0.336831;0.000283298;7.153e-09;1;./core_675/iter_freqdep_16_9_2016_160432_502667030
0.03;0.33;0.5;0.91;244;1.43339;0.562053;0.9999;0.896182;2.25607e-08;0.000177289;0.16272;0.00106426;8.74708e-08;1;./core_675/iter_freqdep_16_9_2016_160432_702268682
0.03;0.33;1;0.91;175;1.4309;0.559953;0.9999;0.793716;-0;-0;-0;0.000250456;6.56509e-09;1;./core_675/iter_freqdep_16_9_2016_160432_889748386
0.05;0.33;0.1;0.91;410;1.43601;0.565092;0.9999;0.981037;5.13503e-09;0.000129153;0.344892;0.000385087;1.22342e-08;1;./core_675/iter_freqdep_16_9_2016_160433_72234931
0.05;0.33;0.5;0.91;245;1.43811;0.567232;0.9999;0.904565;8.6997e-09;0.000111118;0.166134;0.000668713;3.5142e-08;0.999998;./core_675/iter_freqdep_16_9_2016_160433_293164745
0.05;0.33;1;0.91;176;1.44119;0.569977;0.9999;0.807913;-0;-0;-0;0.000123828;2.4289e-09;0.999999;./core_675/iter_freqdep_16_9_2016_160433_460317379
0.07;0.33;0.1;0.91;409;1.43702;0.566083;0.9999;0.982901;1.54651e-08;0.000228253;0.352996;0.000670273;3.41813e-08;0.999999;./core_675/iter_freqdep_16_9_2016_160433_719387420
0.07;0.33;0.5;0.91;246;1.44298;0.572372;0.9999;0.912948;4.71218e-09;8.25489e-05;0.169554;0.000497724;1.98527e-08;0.999996;./core_676/iter_freqdep_16_9_2016_160459_231225761
0.07;0.33;1;0.91;177;1.45184;0.579975;0.9999;0.822084;-0;-0;-0;0.000125878;2.26914e-09;0.999998;./core_676/iter_freqdep_16_9_2016_160459_545511569
0.09;0.33;0.1;0.91;408;1.43804;0.567043;0.9999;0.98475;4.45318e-08;0.000393611;0.361136;0.00114341;9.4926e-08;0.999997;./core_676/iter_freqdep_16_9_2016_160459_884957616
0.09;0.33;0.5;0.91;247;1.44779;0.577466;0.9999;0.921281;5.90561e-09;9.35191e-05;0.172976;0.000561331;2.44165e-08;0.999993;./core_676/iter_freqdep_16_9_2016_160500_385413847
0.09;0.33;1;0.91;178;1.46243;0.589973;0.9999;0.836256;-0;-0;-0;0.000127856;2.20765e-09;0.999997;./core_676/iter_freqdep_16_9_2016_160500_893893149
0.11;0.33;0.1;0.91;408;1.43898;0.568169;0.9999;0.986659;1.38548e-08;0.000222073;0.369666;0.00064544;3.07469e-08;0.999998;./core_676/iter_freqdep_16_9_2016_160501_309799051
0.11;0.33;0.5;0.91;248;1.45247;0.582507;0.9999;0.92953;1.40023e-08;0.000145922;0.176397;0.000868802;5.51217e-08;0.999985;./core_676/iter_freqdep_16_9_2016_160501_837712921
0.11;0.33;1;0.91;179;1.47296;0.599971;0.9999;0.850428;-0;-0;-0;0.000129825;2.25605e-09;0.999995;./core_676/iter_freqdep_16_9_2016_160502_328467195
0.13;0.33;0.1;0.91;408;1.44006;0.56927;0.9999;0.988618;3.15772e-09;0.000106817;0.378261;0.000313322;7.89361e-09;0.999999;./core_676/iter_freqdep_16_9_2016_160502_829854378
0.13;0.33;0.5;0.91;250;1.46005;0.587826;0.9999;0.938731;2.9678e-10;2.09624e-05;0.179931;0.000131887;2.05145e-09;0.999997;./core_676/iter_freqdep_16_9_2016_160503_429747828
0.13;0.33;1;0.91;180;1.48349;0.609969;0.9999;0.8646;-0;-0;-0;0.000131874;2.42299e-09;0.999994;./core_677/iter_freqdep_16_9_2016_160427_44074401
0.15;0.33;0.1;0.91;408;1.44143;0.570353;0.9999;0.990698;7.13059e-10;5.07837e-05;0.386914;0.000152743;2.41022e-09;0.999999;./core_677/iter_freqdep_16_9_2016_160427_183920660
0.15;0.33;0.5;0.91;251;1.46452;0.592918;0.9999;0.946979;4.85531e-10;2.72719e-05;0.183417;0.000168574;3.15933e-09;0.999995;./core_677/iter_freqdep_16_9_2016_160427_389903220
0.15;0.33;1;0.91;181;1.49624;0.619974;0.9999;0.878779;-0;-0;-0;0.00010488;2.14918e-09;0.999994;./core_677/iter_freqdep_16_9_2016_160427_551105229
0.17;0.33;0.1;0.91;408;1.44243;0.571391;0.9999;0.992583;8.65622e-10;5.68562e-05;0.395616;0.000169081;2.75943e-09;0.999999;./core_677/iter_freqdep_16_9_2016_160427_717489028
0.17;0.33;0.5;0.91;252;1.46663;0.597734;0.9999;0.954403;2.74801e-08;0.000211341;0.186819;0.00124484;1.05647e-07;0.99996;./core_677/iter_freqdep_16_9_2016_160427_943852474
0.17;0.33;1;0.91;182;1.49653;0.629714;0.9999;0.892669;-0;-0;-0;0.00106904;7.89495e-08;0.999932;./core_677/iter_freqdep_16_9_2016_160428_137786198
0.19;0.33;0.1;0.91;408;1.44303;0.572383;0.9999;0.994264;4.15629e-09;0.00012785;0.404359;0.000367313;1.0035e-08;0.999997;./core_677/iter_freqdep_16_9_2016_160428_717371338
0.19;0.33;0.5;0.91;254;1.47217;0.603017;0.9999;0.963084;4.20789e-09;8.31942e-05;0.190425;0.000494132;1.78086e-08;0.999981;./core_677/iter_freqdep_16_9_2016_160428_889065383
0.19;0.33;1;0.91;184;1.51471;0.639963;0.9999;0.907114;-0;-0;-0;0.000137829;2.41917e-09;0.999989;./core_677/iter_freqdep_16_9_2016_160429_11277648
0.21;0.33;0.1;0.91;408;1.44386;0.573352;0.9999;0.99603;1.7404e-08;0.000266507;0.413133;0.000752114;3.81526e-08;0.999994;./core_678/iter_freqdep_16_9_2016_160427_4515729
0.21;0.33;0.5;0.91;256;1.88404;0.617389;0.9999;1.07787;2.8647e-13;4.72825e-07;0.19403;1.12808e-05;8.36985e-10;0.999997;./core_678/iter_freqdep_16_9_2016_160427_156562239
0.21;0.33;1;0.91;185;1.5153;0.649719;0.9999;0.921015;-0;-0;-0;0.00096946;6.33476e-08;0.99992;./core_678/iter_freqdep_16_9_2016_160427_354016976
0.23;0.33;0.1;0.91;408;1.4448;0.574296;0.999933;0.997831;5.37306e-08;0.000475458;0.421928;0.00132741;1.13818e-07;0.999987;./core_678/iter_freqdep_16_9_2016_160427_533456022
0.23;0.33;0.5;0.91;258;1.4866;0.613418;0.9999;0.981098;3.19177e-10;2.29524e-05;0.19759;0.000141839;2.27137e-09;0.999993;./core_678/iter_freqdep_16_9_2016_160427_714796062
0.23;0.33;1;0.91;187;1.5354;0.659958;0.9999;0.935457;-0;-0;-0;0.000141867;2.62093e-09;0.999986;./core_678/iter_freqdep_16_9_2016_160427_923835908
0.25;0.33;0.1;0.91;409;1.44578;0.575414;0.9999;0.99976;2.21353e-08;0.000308814;0.43127;0.000860343;4.80095e-08;0.999991;./core_678/iter_freqdep_16_9_2016_160428_123394673
0.25;0.33;0.5;0.91;260;1.49186;0.618535;0.9999;0.989556;3.23662e-10;2.33569e-05;0.201185;0.000143833;2.31004e-09;0.999992;./core_678/iter_freqdep_16_9_2016_160428_717120264
0.25;0.33;1;0.91;189;1.54571;0.669956;0.9999;0.949628;-0;-0;-0;0.000143889;2.36586e-09;0.999984;./core_678/iter_freqdep_16_9_2016_160428_864959427
0.27;0.33;0.1;0.91;410;1.44685;0.576504;0.9999;1.00171;9.86635e-09;0.000208472;0.440663;0.000580374;2.21898e-08;0.999993;./core_678/iter_freqdep_16_9_2016_160428_977059408
0.27;0.33;0.5;0.91;262;1.49311;0.623526;0.9999;0.996935;1.39842e-09;4.97016e-05;0.204784;0.00029566;6.77211e-09;0.999983;./core_679/iter_freqdep_16_9_2016_160426_986396988
0.27;0.33;1;0.91;191;1.55593;0.679953;0.9999;0.963799;-0;-0;-0;0.00014587;2.2282e-09;0.999983;./core_679/iter_freqdep_16_9_2016_160427_118279379
0.29;0.33;0.1;0.91;411;1.4479;0.577561;0.9999;1.00363;7.01985e-09;0.000177954;0.450097;0.000493911;1.61258e-08;0.999994;./core_679/iter_freqdep_16_9_2016_160427_308186894
0.29;0.33;0.5;0.91;264;1.49531;0.628402;0.9999;1.00443;1.63553e-08;0.000173178;0.208328;0.00100607;6.37043e-08;0.999938;./core_679/iter_freqdep_16_9_2016_160427_491935443
0.29;0.33;1;0.91;193;1.56603;0.68995;0.9999;0.977969;-0;-0;-0;0.000147801;2.21775e-09;0.999981;./core_679/iter_freqdep_16_9_2016_160427_691879649
0.31;0.33;0.1;0.91;412;1.4488;0.578579;0.9999;1.00546;1.04916e-08;0.000220708;0.459559;0.000606996;2.34851e-08;0.999992;./core_679/iter_freqdep_16_9_2016_160427_903500502
0.31;0.33;0.5;0.91;267;1.50751;0.633883;0.9999;1.0149;3.37122e-10;2.45832e-05;0.212102;0.000149814;2.33192e-09;0.999989;./core_679/iter_freqdep_16_9_2016_160428_121520696
0.31;0.33;1;0.91;195;1.57628;0.699948;0.9999;0.99214;-0;-0;-0;0.000149846;2.35295e-09;0.999979;./core_679/iter_freqdep_16_9_2016_160428_693236618
0.33;0.33;0.1;0.91;413;1.44966;0.579563;0.9999;1.00724;2.41759e-08;0.000340084;0.469037;0.000925193;5.21999e-08;0.999986;./core_679/iter_freqdep_16_9_2016_160428_815855856
0.33;0.33;0.5;0.91;269;1.50453;0.638523;0.9999;1.02092;2.70315e-08;0.00022721;0.21562;0.00131036;1.03652e-07;0.999906;./core_679/iter_freqdep_16_9_2016_160428_946744031
0.33;0.33;1;0.91;197;1.58639;0.709945;0.9999;1.00631;-0;-0;-0;0.000151822;2.60234e-09;0.999978;./core_680/iter_freqdep_16_9_2016_160449_388650998
0.35;0.33;0.1;0.91;415;1.45167;0.580759;0.9999;1.00968;1.21374e-09;7.61288e-05;0.479181;0.000212697;3.47452e-09;0.999997;./core_680/iter_freqdep_16_9_2016_160449_540302795
0.35;0.33;0.5;0.91;272;1.5097;0.643726;0.9999;1.02944;1.38271e-08;0.000163901;0.219373;0.000945289;5.41058e-08;0.999927;./core_680/iter_freqdep_16_9_2016_160449_887880007
0.35;0.33;1;0.91;199;1.58044;0.719606;0.9999;1.02008;-0;-0;-0;0.00104499;6.60841e-08;0.999843;./core_680/iter_freqdep_16_9_2016_160450_236611862
0.37;0.33;0.1;0.91;416;1.45159;0.581636;0.9999;1.01098;2.5248e-08;0.000356646;0.488674;0.000958479;5.43724e-08;0.999984;./core_680/iter_freqdep_16_9_2016_160450_697473790
0.37;0.33;0.5;0.91;275;1.51443;0.648824;0.9999;1.03776;1.40972e-08;0.000167096;0.223095;0.000960952;5.50625e-08;0.999921;./core_680/iter_freqdep_16_9_2016_160451_210434232
0.37;0.33;1;0.91;202;1.60674;0.729939;0.9999;1.03465;-0;-0;-0;0.000155889;2.54988e-09;0.999974;./core_680/iter_freqdep_16_9_2016_160451_905739647
0.39;0.33;0.1;0.91;418;1.45267;0.582723;0.9999;1.01293;1.29862e-08;0.000258704;0.498854;0.00069358;2.8668e-08;0.999988;./core_680/iter_freqdep_16_9_2016_160452_595013878
0.39;0.33;0.5;0.91;278;1.51869;0.653805;0.9999;1.04584;2.84133e-08;0.000239736;0.226776;0.00137122;1.08669e-07;0.999882;./core_680/iter_freqdep_16_9_2016_160453_364895507
0.39;0.33;1;0.91;205;1.61676;0.739936;0.9999;1.04882;-0;-0;-0;0.000157862;2.26368e-09;0.999972;./core_680/iter_freqdep_16_9_2016_160454_120736602
0.41;0.33;0.1;0.91;420;1.45366;0.583768;0.9999;1.01482;1.18236e-08;0.000249959;0.509038;0.00066648;2.62013e-08;0.999988;./core_681/iter_freqdep_16_9_2016_160450_875995132
0.41;0.33;0.5;0.91;282;1.5332;0.659453;0.9999;1.05704;3.74628e-10;2.72314e-05;0.230744;0.000163047;2.48343e-09;0.999984;./core_681/iter_freqdep_16_9_2016_160451_418265929
0.41;0.33;1;0.91;207;1.60759;0.749427;0.9999;1.06238;-0;-0;-0;0.00137274;1.0783e-07;0.999755;./core_681/iter_freqdep_16_9_2016_160452_128635732
0.43;0.33;0.1;0.91;422;1.45452;0.584768;0.9999;1.01662;2.0618e-08;0.000334741;0.519209;0.000884169;4.46167e-08;0.999983;./core_681/iter_freqdep_16_9_2016_160452_915560613
0.43;0.33;0.5;0.91;285;1.52811;0.663987;0.9999;1.06244;2.9791e-08;0.000250122;0.234326;0.00142272;1.13741e-07;0.999863;./core_681/iter_freqdep_16_9_2016_160453_715999803
0.43;0.33;1;0.91;210;1.61659;0.759346;0.9999;1.07645;-0;-0;-0;0.00151662;1.29326e-07;0.999714;./core_681/iter_freqdep_16_9_2016_160454_476925079
0.45;0.33;0.1;0.91;424;1.45538;0.585729;0.999904;1.01839;4.78735e-08;0.000517183;0.529349;0.00135315;1.01278e-07;0.999972;./core_681/iter_freqdep_16_9_2016_160455_259771723
0.45;0.33;0.5;0.91;289;1.53318;0.669173;0.9999;1.07092;1.89363e-08;0.000201148;0.238189;0.00114281;7.30779e-08;0.999884;./core_681/iter_freqdep_16_9_2016_160455_990379648
0.45;0.33;1;0.91;214;1.64669;0.769927;0.9999;1.09133;-0;-0;-0;0.000163794;2.42576e-09;0.999966;./core_681/iter_freqdep_16_9_2016_160456_777304200
0.47;0.33;0.1;0.91;427;1.45646;0.586845;0.9999;1.02036;2.06552e-08;0.000343622;0.540234;0.000896485;4.46539e-08;0.999981;./core_681/iter_freqdep_16_9_2016_160457_551369767
0.47;0.33;0.5;0.91;293;1.53763;0.674202;0.9999;1.0791;2.66962e-08;0.000241138;0.241988;0.00136461;1.02074e-07;0.999855;./core_682/iter_freqdep_16_9_2016_160430_803484034
0.47;0.33;1;0.91;217;1.63806;0.779667;0.9999;1.10519;-0;-0;-0;0.000725709;3.02701e-08;0.999848;./core_682/iter_freqdep_16_9_2016_160431_58759969
0.49;0.33;0.1;0.91;430;1.45752;0.587914;0.9999;1.0223;1.3672e-08;0.000282873;0.551082;0.000734958;2.9982e-08;0.999983;./core_682/iter_freqdep_16_9_2016_160431_276454088
0.49;0.33;0.5;0.91;298;1.55122;0.679842;0.9999;1.09008;5.84861e-10;3.54798e-05;0.246069;0.000207612;3.26206e-09;0.999976;./core_682/iter_freqdep_16_9_2016_160431_445368488
0.49;0.33;1;0.91;221;1.66687;0.78992;0.9999;1.11967;-0;-0;-0;0.000167891;2.56245e-09;0.999962;./core_682/iter_freqdep_16_9_2016_160431_577362325
0.51;0.33;0.1;0.91;433;1.45841;0.588928;0.9999;1.02412;1.9271e-08;0.000340328;0.56187;0.000877052;4.16946e-08;0.999979;./core_682/iter_freqdep_16_9_2016_160431_671274409
0.51;0.33;0.5;0.91;302;1.54694;0.684351;0.9999;1.09564;3.19184e-08;0.000268539;0.249707;0.00151049;1.21453e-07;0.999825;./core_682/iter_freqdep_16_9_2016_160431_769496586
0.51;0.33;1;0.91;225;1.6766;0.799917;0.9999;1.13384;-0;-0;-0;0.000169807;2.50412e-09;0.99996;./core_682/iter_freqdep_16_9_2016_160431_834174772
0.53;0.33;0.1;0.91;436;1.45923;0.589889;0.999874;1.02587;4.39461e-08;0.000521009;0.572572;0.0013298;9.29939e-08;0.999967;./core_682/iter_freqdep_16_9_2016_160431_909788393
0.53;0.33;0.5;0.91;307;1.55163;0.689438;0.9999;1.10393;3.29119e-08;0.00027514;0.25361;0.00154326;1.25121e-07;0.999814;./core_682/iter_freqdep_16_9_2016_160431_995447770
0.53;0.33;1;0.91;229;1.67166;0.809804;0.9999;1.14787;-0;-0;-0;0.000388393;9.23083e-09;0.999906;./core_683/iter_freqdep_16_9_2016_160437_153565466
0.55;0.33;0.1;0.91;440;1.46029;0.590984;0.9999;1.02782;2.47501e-08;0.000395627;0.58401;0.00100552;5.30836e-08;0.999974;./core_683/iter_freqdep_16_9_2016_160437_274761424
0.55;0.33;0.5;0.91;313;1.56012;0.694959;0.9999;1.11358;2.8312e-09;8.09765e-05;0.257768;0.000459139;1.20276e-08;0.999941;./core_683/iter_freqdep_16_9_2016_160437_410676816
0.55;0.33;1;0.91;234;1.69661;0.819909;0.9999;1.16218;-0;-0;-0;0.000173876;2.31717e-09;0.999955;./core_683/iter_freqdep_16_9_2016_160437_511156335
0.57;0.33;0.1;0.91;444;1.46124;0.592014;0.9999;1.02968;2.69924e-08;0.000418413;0.595324;0.00105615;5.77036e-08;0.999972;./core_683/iter_freqdep_16_9_2016_160437_607404363
0.57;0.33;0.5;0.91;319;1.57956;0.700499;0.9999;1.12585;2.11989e-10;2.18901e-05;0.261804;0.000130071;1.59851e-09;0.999982;./core_683/iter_freqdep_16_9_2016_160437_716738017
0.57;0.33;1;0.91;238;1.68184;0.829282;0.9999;1.17557;-0;-0;-0;0.00134839;9.38925e-08;0.999655;./core_683/iter_freqdep_16_9_2016_160437_809709302
0.59;0.33;0.1;0.91;448;1.46209;0.59298;0.999732;1.03145;5.31743e-08;0.000595037;0.606481;0.00148888;1.11974e-07;0.999959;./core_683/iter_freqdep_16_9_2016_160437_902860658
0.59;0.33;0.5;0.91;325;1.5688;0.705113;0.9999;1.12997;4.23726e-09;0.00010097;0.2657;0.000567304;1.73642e-08;0.999922;./core_683/iter_freqdep_16_9_2016_160438_11051514
0.59;0.33;1;0.91;244;1.71631;0.839901;0.9999;1.19052;-0;-0;-0;0.000177855;2.39975e-09;0.999951;./core_683/iter_freqdep_16_9_2016_160438_108521473
0.61;0.33;0.1;0.91;453;1.46309;0.594048;0.999818;1.03335;4.06958e-08;0.000526944;0.618307;0.00131099;8.61004e-08;0.999962;./core_684/iter_freqdep_16_9_2016_160450_809355426
0.61;0.33;0.5;0.91;332;1.58217;0.71053;0.9999;1.14068;5.38982e-10;3.59067e-05;0.269796;0.000206785;2.92107e-09;0.99997;./core_684/iter_freqdep_16_9_2016_160451_313186192
0.61;0.33;1;0.91;249;1.70109;0.849347;0.9999;1.20399;-0;-0;-0;0.00115802;6.80386e-08;0.999681;./core_684/iter_freqdep_16_9_2016_160452_22509513
0.63;0.33;0.1;0.91;458;1.46399;0.59504;0.999635;1.03516;5.95164e-08;0.00064539;0.629905;0.00159334;1.24977e-07;0.999953;./core_684/iter_freqdep_16_9_2016_160452_815578952
0.63;0.33;0.5;0.91;339;1.57725;0.715234;0.9999;1.14628;7.29382e-09;0.000134998;0.273712;0.0007514;2.88983e-08;0.99989;./core_684/iter_freqdep_16_9_2016_160453_596107635
0.63;0.33;1;0.91;255;1.70921;0.859134;0.9999;1.21789;-0;-0;-0;0.00149544;1.10891e-07;0.999574;./core_684/iter_freqdep_16_9_2016_160454_331437012
0.65;0.33;0.1;0.91;464;1.46499;0.596107;0.999713;1.03707;4.68274e-08;0.000579515;0.642077;0.0014222;9.86981e-08;0.999956;./core_684/iter_freqdep_16_9_2016_160455_90830923
0.65;0.33;0.5;0.91;347;1.58194;0.720328;0.9999;1.15458;7.60098e-09;0.000139013;0.277772;0.000771366;3.00159e-08;0.999883;./core_684/iter_freqdep_16_9_2016_160455_870903669
0.65;0.33;1;0.91;262;1.72089;0.869445;0.9999;1.23246;-0;-0;-0;0.000932709;4.35808e-08;0.999724;./core_684/iter_freqdep_16_9_2016_160456_671366531
0.67;0.33;0.1;0.91;471;1.46614;0.597232;0.999967;1.03908;1.96666e-08;0.000379853;0.654747;0.000928913;4.22466e-08;0.999971;./core_684/iter_freqdep_16_9_2016_160457_424394378
0.67;0.33;0.5;0.91;356;1.58907;0.725584;0.9999;1.16363;2.93913e-09;8.69368e-05;0.281934;0.000484349;1.22316e-08;0.999924;./core_685/iter_freqdep_16_9_2016_160430_797909253
0.67;0.33;1;0.91;269;1.72733;0.878996;0.9999;1.24606;-0;-0;-0;0.00164521;1.30677e-07;0.9995;./core_685/iter_freqdep_16_9_2016_160431_48657756
0.69;0.33;0.1;0.91;478;1.46703;0.598245;0.999859;1.0409;2.60417e-08;0.000442733;0.667001;0.00107413;5.5488e-08;0.999965;./core_685/iter_freqdep_16_9_2016_160431_253482667
0.69;0.33;0.5;0.91;365;1.58969;0.730272;0.999938;1.17053;2.4078e-08;0.000252134;0.285825;0.00138425;9.16929e-08;0.999778;./core_685/iter_freqdep_16_9_2016_160431_441064976
0.69;0.33;1;0.91;278;1.78803;0.889927;0.9999;1.26142;-0;-0;-0;0.00011312;1.28466e-09;0.999962;./core_685/iter_freqdep_16_9_2016_160431_567172909
0.71;0.33;0.1;0.91;486;1.46799;0.599282;0.999825;1.04277;2.62877e-08;0.000450373;0.67957;0.00108515;5.59393e-08;0.999963;./core_685/iter_freqdep_16_9_2016_160431_661230898
0.71;0.33;0.5;0.91;376;1.59511;0.735495;0.9999;1.17914;1.44976e-08;0.000197169;0.290043;0.00108136;5.58013e-08;0.999821;./core_685/iter_freqdep_16_9_2016_160431_746156197
0.71;0.33;1;0.91;287;1.76462;0.89982;0.9999;1.27546;-0;-0;-0;0.000276819;4.44331e-09;0.999908;./core_685/iter_freqdep_16_9_2016_160431_812438906
0.73;0.33;0.1;0.91;494;1.46874;0.600195;0.999396;1.04445;7.35024e-08;0.000763004;0.691566;0.00182045;1.53528e-07;0.999937;./core_685/iter_freqdep_16_9_2016_160431_864022581
0.73;0.33;0.5;0.91;388;1.59965;0.740561;0.999961;1.18737;1.6485e-08;0.000212055;0.294191;0.00115908;6.31752e-08;0.999803;./core_685/iter_freqdep_16_9_2016_160431_968872620
0.73;0.33;1;0.91;297;1.76214;0.909606;0.9999;1.28935;-0;-0;-0;0.000594729;1.7462e-08;0.9998;./core_686/iter_freqdep_16_9_2016_160450_916316256
0.75;0.33;0.1;0.91;505;1.46983;0.601323;0.999653;1.04644;3.66429e-08;0.000545236;0.705079;0.0012942;7.73063e-08;0.999954;./core_686/iter_freqdep_16_9_2016_160451_494663473
0.75;0.33;0.5;0.91;401;1.6032;0.745376;0.999543;1.19509;4.11921e-08;0.000338312;0.2982;0.00183876;1.55141e-07;0.999679;./core_686/iter_freqdep_16_9_2016_160452_205801386
0.75;0.33;1;0.91;308;1.76517;0.919064;0.999993;1.30283;-0;-0;-0;0.00138347;8.86513e-08;0.999526;./core_686/iter_freqdep_16_9_2016_160452_992662185
0.77;0.33;0.1;0.91;516;1.47067;0.602277;0.99936;1.04819;6.91901e-08;0.00075877;0.717685;0.00178567;1.44472e-07;0.999935;./core_686/iter_freqdep_16_9_2016_160453_771356711
0.77;0.33;0.5;0.91;417;1.60833;0.750593;0.99965;1.20363;2.85785e-08;0.000284048;0.302501;0.00154088;1.08133e-07;0.999723;./core_686/iter_freqdep_16_9_2016_160454_559112279
0.77;0.33;1;0.91;321;1.77331;0.928811;0.999739;1.31667;-0;-0;-0;0.00171475;1.338e-07;0.999397;./core_686/iter_freqdep_16_9_2016_160455_339827635
0.79;0.33;0.1;0.91;530;1.47165;0.603335;0.99939;1.05008;5.99811e-08;0.000715228;0.731163;0.00167191;1.25378e-07;0.999937;./core_686/iter_freqdep_16_9_2016_160456_46015025
0.79;0.33;0.5;0.91;435;1.61262;0.755562;0.999438;1.21169;4.03952e-08;0.000340574;0.306661;0.00184057;1.5197e-07;0.999661;./core_686/iter_freqdep_16_9_2016_160456_859752015
0.79;0.33;1;0.91;337;1.78452;0.939143;0.999932;1.33127;-0;-0;-0;0.00120535;6.60408e-08;0.999563;./core_686/iter_freqdep_16_9_2016_160457_587943137
0.81;0.33;0.1;0.91;547;1.47266;0.604406;0.999459;1.052;4.64078e-08;0.000636858;0.744953;0.00147919;9.72816e-08;0.999943;./core_687/iter_freqdep_16_9_2016_160507_745088024
0.81;0.33;0.5;0.91;457;1.61733;0.760656;0.999386;1.22;3.97687e-08;0.000340691;0.310935;0.0018359;1.49496e-07;0.999652;./core_687/iter_freqdep_16_9_2016_160508_361546238
0.81;0.33;1;0.91;355;1.79137;0.948638;0.9995;1.34479;-0;-0;-0;0.00187195;1.55601e-07;0.999306;./core_687/iter_freqdep_16_9_2016_160508_897372060
0.83;0.33;0.1;0.91;567;1.47356;0.605405;0.999306;1.05381;6.13346e-08;0.000741331;0.75845;0.00170843;1.27961e-07;0.999932;./core_687/iter_freqdep_16_9_2016_160509_414143265
0.83;0.33;0.5;0.91;485;1.62268;0.765919;0.999526;1.22864;2.46107e-08;0.000270087;0.315352;0.00145314;9.30357e-08;0.999717;./core_687/iter_freqdep_16_9_2016_160509_903315431
0.83;0.33;1;0.91;379;1.80297;0.959083;0.999753;1.35954;-0;-0;-0;0.0012282;6.68987e-08;0.999531;./core_687/iter_freqdep_16_9_2016_160510_361957687
0.85;0.33;0.1;0.91;593;1.47447;0.606409;0.999168;1.05563;7.58842e-08;0.000834845;0.772183;0.00190936;1.57775e-07;0.999923;./core_687/iter_freqdep_16_9_2016_160510_699533035
0.85;0.33;0.5;0.91;520;1.62679;0.770852;0.999283;1.23662;3.79526e-08;0.000338236;0.319572;0.00181236;1.42445e-07;0.999639;./core_687/iter_freqdep_16_9_2016_160510_982427045
0.85;0.33;1;0.91;409;1.81087;0.968829;0.999511;1.37338;-0;-0;-0;0.00153339;1.02435e-07;0.999401;./core_687/iter_freqdep_16_9_2016_160511_184545585
0.87;0.33;0.1;0.91;631;1.47545;0.607466;0.999188;1.05752;6.66113e-08;0.000791906;0.786536;0.00179849;1.3848e-07;0.999925;./core_687/iter_freqdep_16_9_2016_160511_385056965
0.87;0.33;0.5;0.91;571;1.63157;0.775964;0.999243;1.24496;3.58955e-08;0.000331577;0.323943;0.00177179;1.34601e-07;0.999638;./core_688/iter_freqdep_16_9_2016_160500_922100622
0.87;0.33;1;0.91;452;1.81947;0.978658;0.99933;1.38733;-0;-0;-0;0.00171823;1.26809e-07;0.999313;./core_688/iter_freqdep_16_9_2016_160501_408720494
0.89;0.33;0.1;0.91;693;1.47638;0.608484;0.999092;1.05936;7.46863e-08;0.000848987;0.800821;0.00191358;1.54753e-07;0.999919;./core_688/iter_freqdep_16_9_2016_160501_965147828
0.89;0.33;0.5;0.91;658;1.63615;0.781022;0.999144;1.25319;3.86089e-08;0.000346659;0.328305;0.00184657;1.44287e-07;0.999614;./core_688/iter_freqdep_16_9_2016_160502_470668252
0.89;0.33;1;0.91;526;1.82847;0.98857;0.999207;1.40139;-0;-0;-0;0.00178889;1.35645e-07;0.999268;./core_688/iter_freqdep_16_9_2016_160503_36210176
